CG10047,SytIV,SytIV,FBgn0028400,RE67111,img_dir_38/insitu38837.jpe,6,ventral,,low
CG10047,SytIV,SytIV,FBgn0028400,RE67111,img_dir_38/insitu38838.jpe,6,ventral,,low
CG10047,SytIV,SytIV,FBgn0028400,RE67111,img_dir_38/insitu38839.jpe,6,,,high
CG10047,SytIV,SytIV,FBgn0028400,RE67111,img_dir_38/insitu38840.jpe,6,,,high
CG10047,SytIV,SytIV,FBgn0028400,RE67111,img_dir_38/insitu38841.jpe,6,lateral,,low
CG10047,SytIV,SytIV,FBgn0028400,RE67111,img_dir_38/insitu38842.jpe,6,lateral,,low
CG10047,SytIV,SytIV,FBgn0028400,RE67111,img_dir_38/insitu38843.jpe,6,dorsal,,low
CG10047,SytIV,SytIV,FBgn0028400,RE67111,img_dir_38/insitu38844.jpe,6,ventral,,low
CG10050,CG10050,CG10050,FBgn0037492,RE31178,picdata/38/insitu28957_s.bmp,1,lateral,,low
CG10050,CG10050,CG10050,FBgn0037492,RE31178,picdata/38/insitu28955_s.bmp,1,lateral,,low
CG10050,CG10050,CG10050,FBgn0037492,RE31178,picdata/38/insitu24954_s.bmp,1,lateral,,low
CG10050,CG10050,CG10050,FBgn0037492,RE31178,picdata/38/insitu24953_s.bmp,1,lateral,,low
CG10050,CG10050,CG10050,FBgn0037492,RE31178,picdata/38/insitu28956_s.bmp,1,lateral,,low
CG10052,Rx,Rx,FBgn0020617,RE39020,picdata/36/insitu10752_s.bmp,1,lateral,,low
CG10052,Rx,Rx,FBgn0020617,RE39020,picdata/36/insitu10754_s.bmp,2,lateral,,low
CG10052,Rx,Rx,FBgn0020617,RE39020,picdata/36/insitu10753_s.bmp,2,dorsal,,low
CG10053,CG10053,CG10053,FBgn0037490,LD46678-IR,picdata/30/insitu11536_s.bmp,1,dorsal,,
CG10053,CG10053,CG10053,FBgn0037490,LD46678-IR,picdata/30/insitu11535_s.bmp,1,lateral,,
CG10053,CG10053,CG10053,FBgn0037490,LD46678-IR,picdata/30/insitu11537_s.bmp,2,lateral,,
CG10053,CG10053,CG10053,FBgn0037490,LD46678-IR,picdata/30/insitu11539_s.bmp,2,dorsal,,
CG10053,CG10053,CG10053,FBgn0037490,LD46678-IR,picdata/30/insitu11541_s.bmp,2,dorsal,,
CG10053,CG10053,CG10053,FBgn0037490,LD46678-IR,picdata/30/insitu11538_s.bmp,3,dorsal,,
CG10059,MAGE,MAGE,FBgn0037481,RE25453,picdata/37/insitu21988_s.bmp,1,lateral,,low
CG10059,MAGE,MAGE,FBgn0037481,RE25453,picdata/37/insitu21985_s.bmp,2,lateral,,low
CG10059,MAGE,MAGE,FBgn0037481,RE25453,picdata/37/insitu21987_s.bmp,2,lateral,,low
CG10059,MAGE,MAGE,FBgn0037481,RE25453,picdata/37/insitu21986_s.bmp,3,lateral,AP_inverted,low
CG10059,MAGE,MAGE,FBgn0037481,RE25453,picdata/37/insitu21984_s.bmp,4,dorsal,,low
CG10060,G-ialpha65A,G-ialpha65A,FBgn0001104,LD22201-dg,picdata/41/insitu17610_s.bmp,1,lateral,,low
CG10060,G-ialpha65A,G-ialpha65A,FBgn0001104,LD22201-dg,picdata/41/insitu17612_s.bmp,2,lateral,,low
CG10060,G-ialpha65A,G-ialpha65A,FBgn0001104,LD22201-dg,picdata/41/insitu17613_s.bmp,3,lateral,,low
CG10060,G-ialpha65A,G-ialpha65A,FBgn0001104,LD22201-dg,picdata/41/insitu17611_s.bmp,4,lateral,,low
CG1009,Psa,Psa,FBgn0035226,PC00100,picdata/39/insitu20892_s.bmp,4,,,
CG1009,Psa,Psa,FBgn0035226,PC00100,picdata/39/insitu17745_s.bmp,4,,,
CG1009,Psa,Psa,FBgn0035226,PC00100,picdata/39/insitu21983_s.bmp,5,dorsal,,
CG1009,Psa,Psa,FBgn0035226,PC00100,picdata/39/insitu17743_s.bmp,5,lateral,,
CG1009,Psa,Psa,FBgn0035226,PC00100,picdata/39/insitu17741_s.bmp,5,lateral,,
CG1009,Psa,Psa,FBgn0035226,PC00100,picdata/39/insitu17739_s.bmp,5,lateral,,
CG1009,Psa,Psa,FBgn0035226,PC00100,picdata/39/insitu17746_s.bmp,6,,,
CG1009,Psa,Psa,FBgn0035226,PC00100,picdata/39/insitu17738_s.bmp,6,,,
CG10090,Tim17a1,Tim17a1,FBgn0038018,AT08090,picdata/23/insitu28957_s.bmp,1,,,
CG10090,Tim17a1,Tim17a1,FBgn0038018,AT08090,picdata/23/insitu28955_s.bmp,1,,,
CG10092,CG10092,CG10092,FBgn0037526,RE18459,picdata/23/insitu24954_s.bmp,1,,,
CG10092,CG10092,CG10092,FBgn0037526,RE18459,picdata/23/insitu24953_s.bmp,1,,,
CG10095,CG10095,CG10095,FBgn0037993,LP06602,picdata/23/insitu28956_s.bmp,1,,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17736_s.bmp,2,dorsal,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17735_s.bmp,2,dorsal,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17737_s.bmp,2,dorsal,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu20890_s.bmp,2,dorsal,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu20892_s.bmp,3,dorsal,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17745_s.bmp,3,lateral,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu21983_s.bmp,3,lateral,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17743_s.bmp,4,lateral,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17741_s.bmp,4,dorsal,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17739_s.bmp,4,lateral,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17746_s.bmp,5,lateral,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/24/insitu17738_s.bmp,5,ventral,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/4/insitu17736_s.bmp,5,lateral,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/4/insitu17735_s.bmp,6,dorsal,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/4/insitu17737_s.bmp,6,dorsal,,
CG10095,dpr15,dpr15,FBgn0037993,FI05813,picdata/4/insitu20890_s.bmp,6,dorsal,,
CG10098,CG10098,CG10098,FBgn0037472,LD30995-dg,picdata/4/insitu20892_s.bmp,1,,,
CG10098,CG10098,CG10098,FBgn0037472,LD30995-dg,picdata/4/insitu17745_s.bmp,1,,,
CG10104,CG10104,CG10104,FBgn0033933,AT05209,picdata/4/insitu21983_s.bmp,1,,,
CG10104,CG10104,CG10104,FBgn0033933,AT05209,picdata/4/insitu17743_s.bmp,1,,,
CG10105,CG10105,CG10105,FBgn0033935,LD23656-dg,picdata/4/insitu17741_s.bmp,1,,,
CG10105,CG10105,CG10105,FBgn0033935,LD23656-dg,picdata/4/insitu17739_s.bmp,1,,,
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/4/insitu17746_s.bmp,1,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/4/insitu17738_s.bmp,1,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/15/insitu11536_s.bmp,2,lateral,AP_inverted,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/15/insitu11535_s.bmp,2,,,high
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/15/insitu11537_s.bmp,2,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/15/insitu11539_s.bmp,2,lateral,AP_inverted,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/15/insitu11541_s.bmp,2,lateral,AP_DV_inverted,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/15/insitu11538_s.bmp,3,lateral,AP_inverted,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/3/insitu28957_s.bmp,4,dorsal,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/3/insitu28955_s.bmp,5,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/3/insitu24954_s.bmp,5,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/3/insitu24953_s.bmp,5,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/3/insitu28956_s.bmp,5,dorsal,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/12/insitu38488_s.bmp,5,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/12/insitu38490_s.bmp,5,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/12/insitu38489_s.bmp,5,lateral,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/40/insitu12463_s.bmp,6,lateral,AP_inverted,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/40/insitu12465_s.bmp,6,lateral,AP_inverted,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/40/insitu12464_s.bmp,6,dorsal,,low
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/2/insitu21988_s.bmp,6,,,high
CG10106,Tsp42Ee,Tsp42Ee,FBgn0029506,RE12209,picdata/2/insitu21985_s.bmp,6,ventral,AP_inverted,low
